domain,subdomain,source_id,source_doc,source_lang,target_lang,direction,source_text,target_text,sentence_type,sentence_type_fine
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008430,Fijian-English_Dictionary.txt,fj,en,fj->en,traditional,ceremonies. village lomawai at the nadroga coast has been a centre of salt production.,short,statement
bible,genesis,bible|genesis|012|018,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"sa kacivi eparama mai o fero ka taroga, ""na cava o sa cakava oqo vei au? na cava o sega ni tukuna kina vei au ni o koya e watimu?","and pharaoh called abram, and said, what is this that thou hast done unto me? why didst thou not tell me that she was thy wife?",long,statement
bible,genesis,bible|genesis|005|016,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"ni sa sucu oti o jareti, sa bula tiko o maelalieli me walu na drau tolusagavulu na yabaki ka sa sucu tale eso na luvena tagane kei na luvena yalewa.","and mahalaleel lived after he begat jared eight hundred and thirty years, and begat sons and daughters:",long,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000660,Fijian-English_Dictionary.txt,fj,en,fj->en,bulubulu,". n. ceremony of forgiveness, ""burying"" resentments. commonly this ceremony is be",short,statement
conversational,years_9_10,conversational|years_9_10|00033,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,she is years old.,e sa yabaki .,short,statement
bible,genesis,bible|genesis|006|012,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"na kalou sa rai yani ki vuravura, ka raica, ni sa ca dina na kena i tuvaki, ni ra sa ca na tamata kecega kei na nodra i valavala kecega, e delai vuravura.","and god looked upon the earth, and, behold, it was corrupt; for all flesh had corrupted his way upon the earth.",long,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0004047,Fijian-English_Dictionary.txt,fj,en,fj->en,mata,". n. team or group, as in matasere choir. mataqali clan. mataniveicaqe football team. caqe v. to kick forewards.",short,statement
legal,constitution,constitution|109(9),constitution - itaukei.txt,fj,en,fj->en,na lawa tabaki ena solia vua na matabose na lewa kei na kaukauwa me ciqoma ka vaqaqa na kudru me baleta na vunivola tudei ni matanitu kei na vakailesilesi ni valenivolavola ni lewenivanua.,"a written law shall provide the commission with the jurisdiction, authority and powers to receive and investigate complaints against permanent secretaries and all persons holding a public office.",long,legal_clause
definition,definition,definition|000274,definition.xlsx::Sheet1,fj,en,fj->en,kavoro,"broken (glass, china)",short,headword
legal,constitution,constitution|109(11),constitution - itaukei.txt,fj,en,fj->en,"na lewenimatabose me na saumi ena isau ni veiqaravi e vakatautaka na peresitedi ena ivakasala ni matabose veiqaravi ni mataveilewai ni salamuria na veitalanoa kei na vunilawa, ia na isau me kua ni veisautaki vakavo ke vakayacori e dua na veisau me vakalailaitaki kina na isau, na veisau me vakayacori vakatautauvata vei ira kece na vakailesilesi vakamatanitu.","the members of the commission shall be entitled to such remuneration as determined by the president acting on the advice of the judicial services commission following consultation by the judicial services commission with the attorney-general, and any such remuneration must not be varied to their disadvantage, except as part of an overall austerity reduction similarly applicable to all officers of the state.",long,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007887,Fijian-English_Dictionary.txt,fj,en,fj->en,disi lase,n. porcelain dish.,short,statement
bible,genesis,bible|genesis|027|035,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"sa tukuna o aisake, ""sa lako mai o tacimu ena veivakaisini, ka sa kauta tani na nomu vakalouvinakataki. ""","and he said, thy brother came with subtilty, and hath taken away thy blessing.",medium,statement
bible,genesis,bible|genesis|030|042,bible_genesis_verse__fj2en.csv,fj,en,fj->en,na manumanu sa malumalumu sa biu tani “na ka kaukauwa sa nei jekope kei na ka malumalumu sa nei lepani.,"but when the cattle were feeble, he put them not in: so the feebler were laban's, and the stronger jacob's.",medium,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001338,Fijian-English_Dictionary.txt,fj,en,fj->en,dania,"(hindi dhaniya) n. coriander, coriandrum sativum, herbal spice used by indians for the bittertasting fresh leaves, and also, quite separately, for the bland dried seeds that makes up as much as %",short,statement
conversational,years_9_10,conversational|years_9_10|00116,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e kana vinaka dina.,its really tasty.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008478,Fijian-English_Dictionary.txt,fj,en,fj->en,walega,"only, perhaps more properly written as wale ga. vakawale, vakawale-taka v. to neglect. vakawaleni n. neglected.",short,statement
definition,definition,definition|000174,definition.xlsx::Sheet1,en,fj,en->fj,boy,gonetagane,short,headword
definition,definition,definition|000015,definition.xlsx::Sheet1,en,fj,en->fj,because,"baleta, ni",short,headword
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003430,Fijian-English_Dictionary.txt,fj,en,fj->en,lasakau,"n. a tribe of naval warriors of bau, considered traditional ""fishermen "" (gonedau) but actually, brutal killers of tongan origin from beqa, men who supplied bodies for bau's cannibalism. they were",short,statement
legal,constitution,constitution|90(5)(c),constitution - eng.txt,en,fj,en->fj,masters of the high court; and,masta ni mataveilewai e cake; kei na,short,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001956,Fijian-English_Dictionary.txt,fj,en,fj->en,vakafatu,"(lau) n. lauan chiefly serving-bowl especially for kava, the rim inlaid with pearl shell, and",short,statement
legal,constitution,constitution|157(2),constitution - itaukei.txt,fj,en,fj->en,na vakayagataki ni yavunivakavulewa qo me digitaki kina e dua me lewena na valenivolavola ni lewenivanua e okati kina na—,a reference in this constitution to a power to make appointments to a public office includes a reference to—,long,legal_clause
legal,constitution,constitution|70(2)(b),constitution - itaukei.txt,fj,en,fj->en,"ke sega ni levu era tokona na imatai ni veidigidigi e dua na yaca e vakaturi mai na lewenipalimedi e volai koto ena wasetiki (), me na vakayacori tale na ikarua ni veidigidigi ena loma ni na aua mai na imatai ni veidigidigi, ia kevaka e na ikarua ni veidigidigi e dua na mata vakaturi e tokona e lewe levu na lewenipalimedi e vakamacalataki tiko e na wasetiki (), sa na vakadonuya na sipika me iliuliu ni itoniveisaqa.","if no nominee in the first vote receives the support of the majority of the members of parliament mentioned in subsection (), a second vote must be held within hours of the first vote and the nominee who has the support of the majority of the members of parliament mentioned in subsection () in the second vote shall be declared by the speaker as being elected as the leader of the opposition.",long,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007225,Fijian-English_Dictionary.txt,fj,en,fj->en,itoro,". n. rasp (carpenter’s tool) to smooth out wood. formerly, fiji boatbuilders used the tail of a stingray. itoci is a carpenter’s plane, or formerly, a shell used as a plane for smoothing wood. see",short,statement
definition,definition,definition|000070,definition.xlsx::Sheet1,en,fj,en->fj,reef,cakau,short,headword
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001648,Fijian-English_Dictionary.txt,fj,en,fj->en,drasa,"adj . dirty brown, or reddish brown colour, as a characteristic of being soiled (usually cloth), or",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0004679,Fijian-English_Dictionary.txt,fj,en,fj->en,nodrau,"(or) na nodrau their (two). noka, nokata v. to tie up, make fast, a boat from going adrift, an animal (pig, dog, horse, cow) from wandering loose.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007075,Fijian-English_Dictionary.txt,fj,en,fj->en,saying,“tilou ”. syn. (tonga) tulou.,short,statement
definition,definition,definition|000610,definition.xlsx::Sheet1,en,fj,en->fj,again,tale,short,headword
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006226,Fijian-English_Dictionary.txt,fj,en,fj->en,suasua,"adj ., n. wet, humid. via suasua adj . still damp (usually of clothes), slightly damp. idiom : sa",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0005370,Fijian-English_Dictionary.txt,fj,en,fj->en,ripote,(eng.) n. report. rip otetaka v. to report.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000798,Fijian-English_Dictionary.txt,fj,en,fj->en,as,"a commercial root crop (especially at namara and waibau, tailevu, and at wainadoi, namosi),",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008010,Fijian-English_Dictionary.txt,fj,en,fj->en,make one sleeping mat,(idavodavo).,short,statement
legal,constitution,constitution|109(7),constitution - eng.txt,en,fj,en->fj,the procedure for removal of the members of the commission from office shall be the same as the procedure for removal of a judicial officer under section .,na ivakarau ni nona vakacegui na lewenimatabose me na tautauvata na ivakarau ni nodra vakacegui na daunilewa se vakailesilesi ni mataveilewai e digitaka na matabose veiqaravi ni mataveilewai me vaka e vakamacalataki ena tikina .,long,obligation
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006841,Fijian-English_Dictionary.txt,fj,en,fj->en,tautaubale,"n. a very large grey-coloured freshwater river eel that nests in rocks and suns itself. when disturbed it can be aggressive and attack, and often goes on land, even flinging itself at an aggressor. it sometimes lies under leaves, giving rise to the false impression that it is a snake. this eel has ample fat",short,statement
legal,constitution,constitution|8(12)(a),constitution - eng.txt,en,fj,en->fj,"every person has the right to executive or administrative action that is lawful, rational, proportionate, procedurally fair, and reasonably prompt;","na tamata taucoko e tu vei ira na dodonu mera qaravi vinaka vakalawa, me qaravi vakadodonu, vakatautauvata, ka me vakamuri vakavinaka na kena ivakarau, kei na kena lewai ena gauna totolo na vakatulewa mai vei ira na vakailesilesi ni matanitu kei na nodra vakatulewa na veiqaravi raraba vakalawa;",long,right
bible,genesis,bible|genesis|037|006,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and he said unto them, hear, i pray you, this dream which i have dreamed:","sa tukuna vei iratou na tacina, ""au kerea mo dou rogoca na noqu tadra:",medium,statement
medical,covid_general,medical|covid_general|9c442a4e8bb3,ocr_txt_bundle::covid_general,en,fj,en->fj,People over 70 years of age are at higher risk of severe COVID-19.,O ira na sivia na 70 na yabaki e ra beci vakalevu ena COVID-19 bibi.,medium,information
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001716,Fijian-English_Dictionary.txt,fj,en,fj->en,have been,"common foods for the highlanders kaicolo. the frog is not to be confused with the introduced and very common toad (boto) which has become a nuisance in the wet zone. syn. boto (ni viti). dresu, dresuka, dresulaka v. to tear (paper, cloth, sail of a sailboat). kadresu torn. dresulaka v. to tear forcefully.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007167,Fijian-English_Dictionary.txt,fj,en,fj->en,members,are intimately related by birth and marriage. there can be fifty members or more of the family. the distinction of nuclear family was formerly less emphasized than the itokatoka.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003655,Fijian-English_Dictionary.txt,fj,en,fj->en,loloa,"adj ., n. sea-sick, sea-sickness.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0004812,Fijian-English_Dictionary.txt,fj,en,fj->en,palasita,(eng.) “plaster” (usually refers to adhesive tape to cover minor cuts)..,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007378,Fijian-English_Dictionary.txt,fj,en,fj->en,momo,levu. vunivalu and vunisa are old titles concentrated perhaps on viti levu (there is also a,short,statement
legal,constitution,constitution|47,constitution - eng.txt,en,fj,en->fj,exercise of legislative powers,taurivaki na kaukauwa ni buli lawa,short,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000715,Fijian-English_Dictionary.txt,fj,en,fj->en,busi,"(slang) n., adj . stink.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006770,Fijian-English_Dictionary.txt,fj,en,fj->en,fertility,"for which the waimaro highlanders were famous. tuku implies a lowering of something that hangs, as from a rope. see ceke, tauna, waqaqa.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007183,Fijian-English_Dictionary.txt,fj,en,fj->en,itokotoko,"n. bayonet (because it protrudes and protects). toko, tokoca v. to steep or sop something in a liquid, usually a starch-food in tea, or fijian pudding (vakalolo) in coconut cream. cf. toni, tonia to dip, steep , soak. bolomo, bolomona to steep.",short,statement
