seg_id,domain,sentence_type,direction,source,reference,system_masked,system_true,hypothesis,error_present,error_types,severity,rationale,annotator
SEG000294,legal,,en->fj,ceases to have the right to be registered as a voter in an election to parliament; (iv) is absent from consecutive meetings of parliament; or,vakuwai vua na dodonu ni volayaca ena veidigidigi; (iv) e sega ni tiko ena rua na bose veitaravi ni palimedi; se,S01,microsoft_translate,sega ni tiko vua na dodonu me rejisita me dua na daudigidigi ena dua na veidigidigi ki na palimedi; (iv) e sega ni tiko ena bose veitarataravi ni palimedi; se,,,,,annotator_A
SEG000223,idiom,,fj->en,vakaseuta na bure ni kadi,[Literal Translation:to scratch into an ants nest] [Meaning:to stir up trouble.],S02,gemini,Stir up the house of cards,,,,,annotator_A
SEG000415,medical,,fj->en,E rawa ni da rarawa wasoma ka sega ni taleitaka na veika eda dau taleitaka e liu.,We may feel unhappy most of the time and lose interest in things we usually enjoy.,S01,microsoft_translate,We can often get frustrated and not like what we used to like.,,,,,annotator_A
SEG000187,definition,,fj->en,via,want to,S02,gemini,via,,,,,annotator_A
SEG000343,legal,,fj->en,"vakavo ke yalani ena tikina qo, na dabe ni palimedi ena vakayacori ga ena gauna kei na vanua e sa lewa na palimedi ena lewa kei na ivakaro e dodonu me salamuria. iwiliwili vakabau .—() ena sega ni rawa ni tekivu se tomani e dua na dabe ni palimedi, vakavo ke sa tiko e dua na ikatolu ni lewenibose.","subject to this section, the sittings of parliament are held at such times and places as parliament determines in accordance with its rules and orders. quorum .—() a sitting of parliament may not begin, or continue, unless at least one- third of the members of parliament are present.",S03,chatgpt,"If a meeting is held in this area, the decision of the committee must be conducted in accordance with the time and place determined by the committee based on the necessary requirements. The number of members. —() it cannot begin or proceed with a committee meeting if there is a third of the members present.",,,,,annotator_A
SEG000385,medical,,en->fj,"If you have diabetes and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi mate ni suka ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.",S02,gemini,"Kevaka e tiko vei iko na mateni sucuru kei na ivakatakilakila ni COVID-19, veisiko ki na valenibula ni vakadidike vakatotolo sara.",,,,,annotator_A
SEG000288,legal,,en->fj,"—() every person has the right to freedom of religion, conscience and belief. ----------------------- page -----------------------","galala ni sokalou, rai vakayalo kei na vakabauta",S01,microsoft_translate,"—() na tamata yadua e tiko na dodonu ki na galala ni lotu, vakasama kei na vakabauta. ----------------------- tabana -----------------------",,,,,annotator_A
SEG000145,definition,,en->fj,abhorrent,ca-ti,S03,chatgpt,tekaivonu,,,,,annotator_A
SEG000296,legal,,en->fj,"every person has the right to executive or administrative action that is lawful, rational, proportionate, procedurally fair, and reasonably prompt;","na tamata taucoko e tu vei ira na dodonu mera qaravi vinaka vakalawa, me qaravi vakadodonu, vakatautauvata, ka me vakamuri vakavinaka na kena ivakarau, kei na kena lewai ena gauna totolo na vakatulewa mai vei ira na vakailesilesi ni matanitu kei na nodra vakatulewa na veiqaravi raraba vakalawa;",S02,gemini,"E dodonu vua na tamata yadua me taukena na cakacaka vakalesilesi se ni veiqaravi ni matanitu, ka dodonu me vakaivunau, ka vakasama matata, ka veidonui, ka dodonu na kena i vakarau, ka vakatotolo vakadodonu.",,,,,annotator_A
SEG000205,dictionary,,fj->en,during,"the latter half of the hurricane season (roughly november through april). the wind is thought to be related to some dry skin conditions, and a chapping of the lips.",S04,google_translate,during,,,,,annotator_A
SEG000366,medical,,en->fj,The booklet encourages future planning.,Na ivola e uqeta na kena caka na ituvatuva me baleta na veigauna mai muri.,S02,gemini,Na ivola lailai e vakanukuvatu me baleta na veivakarautaki ni gauna mai muri.,,,,,annotator_A
SEG000082,conversational,,fj->en,au rawa ni kerea nomu isele?,"may i use your knife, please?",S03,chatgpt,Can you please send your email?,,,,,annotator_A
SEG000358,medical,,en->fj,Language difficulties may occur.,E rawa ni laurai na leqa ena vosa.,S03,chatgpt,E rawa ni yaco na veika ni vosa.,,,,,annotator_A
SEG000212,dictionary,,fj->en,vaka-sisila,"adj . despicable, disgusting, disreputable, usually of behaviour",S03,chatgpt,wake-sleep,,,,,annotator_A
SEG000060,conversational,,en->fj,is there fish lolo and cassava?,e tiko na ika vakalolo kei na tavioka?,S02,gemini,E tiko na ika lolo kei na tavioka?,,,,,annotator_A
SEG000250,legal,,en->fj,"transparency, including—",cakacaka savasava me vaka na—,S01,microsoft_translate,"transparency, oka kina na—",,,,,annotator_A
SEG000397,medical,,en->fj,"If you have heart disease and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi mate ni uto ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.",S04,google_translate,"Kevaka e tiko vei iko na mate ni uto kei na ivakatakilakila ni COVID-19, sikova sara e dua na valenibula ni veisele.",,,,,annotator_A
SEG000332,legal,,fj->en,"ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka; ----------------------- page -----------------------","the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;",S03,chatgpt,"The system of education requires a framework to follow for development, which must be widely accessible, promoted, streamlined, and based on feedback to ensure improvement;",,,,,annotator_A
SEG000284,legal,,en->fj,right to social security schemes,dodonu ni tamata yadua me vakarautaki vua na veivuke raraba,S02,gemini,Dodonu ni ituvatuva ni veitaqomaki vakaitikotiko,,,,,annotator_A
SEG000154,definition,,en->fj,aunt,tina-levu,S02,gemini,gane,,,,,annotator_A
SEG000018,bible,,en->fj,"hereby ye shall be proved: by the life of pharaoh ye shall not go forth hence, except your youngest brother come hither.","""oqo dou sa na vakatovolei, me vaka sa bula o fero, dou na sega ni biuta na vanua vakavo, kevaka sa kau mai o koya e gone duadua.",S04,google_translate,"e na ka oqo dou na vakatovolei kina: e na vuku ni bula i Fero dou na sega ni lako tani eke, kevaka sa sega ni lako mai ki ke na tacimudou gone duadua.",,,,,annotator_A
SEG000398,medical,,en->fj,Workers with symptoms can attend a screening clinic to obtain a medical certificate.,O ira na tamata cakacaka e vakila na ivakatakilakila era rawa ni gole ki na screening clinic mera taura kina na ivola ni tauvimate.,S03,chatgpt,Na i vakavakarau na wekani e vuqa e va qito.,,,,,annotator_A
SEG000028,bible,,fj->en,"o jiova sa tu mai cake ka tukuna: ""oi au o jiova na kalou i eparaama, na kalou i aisake. na qele o davoca tiko oqori, au na solia vei iko kei ira na nomu kawa.","and, behold, the lord stood above it, and said, i am the lord god of abraham thy father, and the god of isaac: the land whereon thou liest, to thee will i give it, and to thy seed;",S02,gemini,"And Jehovah stood up and said: ""I am Jehovah, the God of Abraham, the God of Isaac. The land you are lying on, I will give to you and your descendants.""",,,,,annotator_A
SEG000245,legal,,en->fj,"a power conferred by this constitution to make, grant or issue any instrument (including a proclamation, order, regulation or rule), or to give any direction, includes the power, exercisable in the like manner, to repeal, rescind, revoke, amend or vary the instrument or direction.","na kaukauwa e soli ena yavunivakavulewa qo me buli, vakadonuya se solia e dua na ivola (okati kina na itukutuku ni matanitu, ivakaro, lawasau se lewa) se vakatulewa, e soli tale ga kina na kaukauwa me bokoci, veisautaki na vakatulewa.",S04,google_translate,"e dua na kaukauwa e solia na lawatu oqo me cakava, solia se solia e dua na iyaya ni cakacaka (oka kina e dua na itukutuku, ivakaro, lawatu se lawa), se me solia e dua na veidusimaki, e oka kina na kaukauwa, e rawa ni vakayagataki ena sala vata ga oqori, me bokoca, bokoca, bokoca, veisautaka se veisautaka na iyaya se veidusimaki.",,,,,annotator_A
SEG000347,legal,,fj->en,"na isau, idole, kei na oco me saumi e dodonu me veiganiti kei na ivotavota ni ilavo e vakadonuya na palimedi; kei na","the salaries, benefits and allowances payable, in accordance with its budget as approved by parliament; and",S03,chatgpt,"The interest, idols, and the costs must be correlated with the financial system approved by the government; and the",,,,,annotator_A
SEG000391,medical,,en->fj,Everyone in the household starts self-isolating on the day Mika's symptoms start.,Na siga e laurai kina vei Mika na ivakatakilakila era sa tekivu tiko vakatikitiki kina na lewe ni matavuvale taucoko.,S01,microsoft_translate,Era sa tekivu tiko vakatikitiki kece na lewe ni vale ena siga e tekivu kina na ivakatakilakila nei Mika.,,,,,annotator_A
SEG000138,definition,,en->fj,apology (ceremonial act of),soro,S03,chatgpt,veita (ceremonial act ni),,,,,annotator_A
SEG000063,conversational,,en->fj,she is my father’s mother.,e tinai tamaqu o koya.,S01,microsoft_translate,o koya na tinai tamaqu.,,,,,annotator_A
SEG000044,conversational,,en->fj,his favourite food is fish lolo and taro.,na kena kakana taleitaki na ika vakalolo kei na dalo.,S02,gemini,Na nona kakana e taleitaka duadua na ika lolo kei na dalo.,,,,,annotator_A
SEG000085,conversational,,fj->en,o cei na yacadrau?,what are their names?,S01,microsoft_translate,What are their names?,,,,,annotator_A
SEG000310,legal,,fj->en,"o koya e veiliutaki ena sega ni oka ena cakacakataki ni iwiliwili ni lewenibose ena inaki ni veidigidigi, se na vakadeitaki ni iwiliwili vakabau era tiko. veikomiti","the person presiding must not be counted when considering the number of members for the purpose of voting, or determining if a quorum is present. committees",S01,microsoft_translate,"The executive shall not be involved in the calculation of the number of members for election purposes, or in the determination of the total number available. committees",,,,,annotator_A
SEG000380,medical,,en->fj,Wash your hands often.,Savata wasoma na ligamu.,S01,microsoft_translate,Savata wasoma na ligamu.,,,,,annotator_A
SEG000343,legal,,fj->en,"vakavo ke yalani ena tikina qo, na dabe ni palimedi ena vakayacori ga ena gauna kei na vanua e sa lewa na palimedi ena lewa kei na ivakaro e dodonu me salamuria. iwiliwili vakabau .—() ena sega ni rawa ni tekivu se tomani e dua na dabe ni palimedi, vakavo ke sa tiko e dua na ikatolu ni lewenibose.","subject to this section, the sittings of parliament are held at such times and places as parliament determines in accordance with its rules and orders. quorum .—() a sitting of parliament may not begin, or continue, unless at least one- third of the members of parliament are present.",S04,google_translate,"unless otherwise provided in this article, the sittings of Parliament shall be held only at the time and place determined by Parliament with the rules and regulations to be followed. valid number .—() no sitting of parliament may commence or continue, unless one-third of the members are present.",,,,,annotator_A
SEG000269,legal,,en->fj,"the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;","ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri ena veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;",S02,gemini,"Na veika e gadrevi me baleta na i tutu kei na i walewale me muri ena kena vakatikori ki na i tutu, o koya e dodonu me dua na i walewale ni digitaki e vakaduana, matata ka veisisivi, e yavutaki ena i taledi kei na kilaka.",,,,,annotator_A
SEG000441,medical,,fj->en,Na mosi ni sarisari e sega ni cegu rawa e dua na ivakatakilakila bibi.,Persistent chest pain is a warning sign.,S02,gemini,Unrelenting itching pain is a significant symptom.,,,,,annotator_A
SEG000091,conversational,,fj->en,e tiko nomudou loganisenikau mai vale/koronivuli?,do you have a flower garden at home/school?,S02,gemini,Do you have a flower garden at home or school?,,,,,annotator_A
SEG000089,conversational,,fj->en,me kani cava?,what for?,S03,chatgpt,What should I sing?,,,,,annotator_A
SEG000153,definition,,en->fj,the,"na, a",S02,gemini,,,,,,annotator_A
SEG000438,medical,,fj->en,"Kevaka o tauvi mate ni suka ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.","If you have diabetes and COVID-19 symptoms, visit a screening clinic immediately.",S04,google_translate,"If you have diabetes and experience symptoms of COVID-19, go to a screening clinic immediately.",,,,,annotator_A
