item_id,source_text,ref,domain,direction,sentence_type_fine,source_id,source_doc,cand_A,cand_B,cand_C,cand_D,cand_A__semantic_fidelity_0_4,cand_A__cultural_adequacy_0_4,cand_A__fluency_0_4,cand_A__error_tags,cand_A__notes,cand_B__semantic_fidelity_0_4,cand_B__cultural_adequacy_0_4,cand_B__fluency_0_4,cand_B__error_tags,cand_B__notes,cand_C__semantic_fidelity_0_4,cand_C__cultural_adequacy_0_4,cand_C__fluency_0_4,cand_C__error_tags,cand_C__notes,cand_D__semantic_fidelity_0_4,cand_D__cultural_adequacy_0_4,cand_D__fluency_0_4,cand_D__error_tags,cand_D__notes
31,"a power conferred by this constitution to make, grant or issue any instrument (including a proclamation, order, regulation or rule), or to give any direction, includes the power, exercisable in the like manner, to repeal, rescind, revoke, amend or vary the instrument or direction.","na kaukauwa e soli ena yavunivakavulewa qo me buli, vakadonuya se solia e dua na ivola (okati kina na itukutuku ni matanitu, ivakaro, lawasau se lewa) se vakatulewa, e soli tale ga kina na kaukauwa me bokoci, veisautaki na vakatulewa.",legal,en->fj,legal_clause,constitution|157(11),constitution - eng.txt,"Na kaukauwa e soli ena Yavu ni Vakavulewa oqo me vakayacora, solia se solia e dua na iyaya (oka kina e dua na ivakaro, ivakaro, lawa se lawa), se me solia e dua na veidusimaki, e okati kina na kaukauwa, e rawa ni vakayagataki ena sala vata oqori, me bokoci laivi, bokoci laivi, veisautaka se veisautaka na iyaya se veidusimaki.","e dua na kaukauwa e solia na lawatu oqo me cakava, solia se solia e dua na iyaya ni cakacaka (oka kina e dua na itukutuku, ivakaro, lawatu se lawa), se me solia e dua na veidusimaki, e oka kina na kaukauwa, e rawa ni vakayagataki ena sala vata ga oqori, me bokoca, bokoca, bokoca, veisautaka se veisautaka na iyaya se veidusimaki.","E dua na kaukauwa e soli mai na iVakavulewa oqo me bulia, me solia se me vakaqaqa e dua na ivola ni vakatulewa (oka kina na ivakavuvuli, na ivakaro, na ivakarau ni cakacaka se na vunau), se me solia e dua na veidusimaki, e oka talega kina na kaukauwa, e rawa ni vakayacori ena iwalewale vata ga, me bokoca, me vakasukai lesu, me vakavinakataka se me veisautaka na ivola ni vakatulewa se na veidusimaki oqori.","e dua na kauwai e solia mai na i tutu ni klokovu ena makawa oqo me cakava, me solia se me tukuna e dua na iyaya (ka uvei, i volopola, i tu ra se i vosa), se me solia e dua na itutu, e caka na kauwai, me dua tale na i gole, me tarova, me toso, se me veisau na iyaya se itutu.",,,,,,,,,,,,,,,,,,,,
32,"ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;","the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit; ----------------------- page -----------------------",legal,fj->en,right,constitution|70(8)(b),constitution - itaukei.txt,"standards of education required and procedures to be followed for recruitment, which should be open, facilitated, cleanly fought, but candidates based on merit;","The approach to learning needs to be systematic and aligned with improvement strategies, and should be open, flexible, and thoroughly considered, while decisions should be based on evidence.","the level of education required and the criteria to be followed for hiring, which should be open, simplistic, transparent, and competitive, but selection should be based on merit;","Required educational standards and the procedures to be followed for accreditation, which should be public, accessible, fairly administered, but selection should be based on merit.",,,,,,,,,,,,,,,,,,,,
33,"a determination by the court of disputed returns under this section is final and not subject to any appeal. sessions of parliament .—() after a general election of members of parliament, the parliament shall be summoned to meet by the president no later than days after the announcement of the results of the general election.","na lewa e sa tauca na mataveilewai ni kudru ni veidigidigi ena tikina qo me na tudei ka na sega ni rawa me dua tale na mataveilewai me railesuva. bose ni palimedi .—() ni sa oti na veidigidigi raraba ni lewenipalimedi, na peresitedi ena samanitaka na dabe ni palimedi, ia na gauna e dabe kina me kua ni lailai mai na na siga ni oti na kena vakarogotaki na macala ni veidigidigi.",legal,en->fj,obligation,constitution|65(9),constitution - eng.txt,"Na vakatulewa mai na mataveilewai me baleta na vakalesui mai ena ruku ni wase oqo e sa vakaotia ka sega ni rawa ni kerei. Soqoni ni Palimedi .—() Ni oti na nodra digidigi raraba na lewe ni Palimedi, me na kacivi na Palimedi me bose mai vua na Peresitedi ni oti e vica na siga mai na kena kacivaki na macala ni veidigidigi raraba.","na veika ni mataivalu e curu na vei vakatautauvata e under this section e se bera ni vakabula tu na veika e rawa ni vakalewena. na veisemati ni parilament .—() ni oti e dua na general election ni veimatanitu ni parilament, na parilament e na taura na soqo ni veivakatorocaketaki mai na president e sega ni lewe ni veimacala ni ya nanuma na siga ni veivakatau i na general election.","e dua na vakatulewa ni mataveilewai ni veivakasukai e veiletitaki ena ruku ni wase oqo e iotioti ka sega ni rawa ni dua na veibeitaki. bose ni palimedi .—() ni oti e dua na veidigidigi raraba ni lewe ni palimedi, ena kaciva na palimedi me bose na peresitedi ni bera ni oti e vica na siga na kena kacivaki na macala ni veidigidigi raraba.","Na lewa mai na Veimatana Veilewai ni Veitusaqati na Rauta e na wase ni vunau oqo e iotioti ka sega ni rawa ni daukerekere tale. Na dabe ni palimedi. —() Ni oti na veidigidigi raraba ni lewe ni palimedi, ena kacivi na palimedi me ra sota vata mai vua na peresitedi e sega ni sivia na ... na siga ni oti na kena kacivaki na i-vola ni veidigidigi raraba.",,,,,,,,,,,,,,,,,,,,
34,"and god said, let the waters under the heaven be gathered together unto one place, and let the dry land appear: and it was so.","na kalou sa tukuna, ""na wai kece ena ruku i lomalagi, me vakasoqoni kece ena dua na vanua, ka me basika mai na vanua mamaca; "" sa yaco me vakakina.",bible,en->fj,statement,bible|genesis|001|009,bible_genesis_verse__en2fj.csv,"A sa kaya na Kalou, Me soqoni vata na wai e rukui lomalagi ki na dua na yasana, me rairai kina na vanua mamaca: a sa vakakina.","a sa kaya na kalou, Me soqoni vata na wai e ruku i lomalagi ki na dua na yasana, me rairai mai kina na vanua mamaca: a sa vakakina.","odalai koto, me ke tikaga ni bui koto e dua na, ka me caka na lomalagi e ra, a mei caka.","Ka sa kaya ko Kalou, Me soqoni vata na wai e ruku i lomalagi ki na dua na tikina, ka me rairai mai na vanua mamaca: a sa yaco vaka kina.",,,,,,,,,,,,,,,,,,,,
35,"yalo vinaka, beka, mada",please,definition,fj->en,example,definition|000852,definition.xlsx::Sheet1,"Please, perhaps, just","Thank you, but, just.","good heart, maybe, please","Please, maybe, please.",,,,,,,,,,,,,,,,,,,,
36,"and said unto them, i see your father's countenance, that it is not toward me as before; but the god of my father hath been with me.","sa tukuna vei rau, ""au sa raica na nona veitokoni o tamamudrau “ni sa sega ni vinaka me vaka e liu, ia, na kalou i tamaqu sa tiko vata kei au.",bible,en->fj,statement,bible|genesis|031|005,bible_genesis_verse__en2fj.csv,"ka kaya vei rau, Au sa raica na mata i tamamudou, ni sa sega ni vinaka vei au me vaka e liu; ia na kalou i tamaqu sa tiko vata kei au.","ka me kaya vua, au raica na mata i tamana, ni sega ni tiko vei au me vaka na i lia; ia sa tiko na kalou i noqu tamana kei au.","ka sa tukuna vei iratou, au raica na mata i tamudra, ni sa sega ni vei au me vaka eliu; ia na Kalou ni tamaqu sa tiko vata kei au.","A sa kaya vei ira, Au sa raica na irairai i tamamudrau, ni sa sega ni vaka e liu vei au; ia sa tiko vata kei au na Kalou i tamaqu.",,,,,,,,,,,,,,,,,,,,
37,rules for the calculation of periods of a person’s lawful presence in fiji for the purpose of determining citizenship;,"na lawa me cakacakataki kina na balavu ni gauna me tiko kina e viti, ena qai vakatautaki kina na soli vua ni ivolatara me lewenivanua;",legal,en->fj,legal_clause,constitution|1(5)(e),constitution - eng.txt,lawa ni kena vakarautaki na gauna ni nona tiko vakalawa e dua na tamata e viti me baleta na kena vakadeitaki na lewenivanua;,Lawa ni wiliwili ni gauna ni nona tiko vakalawa e dua na tamata e Viti me baleta na kena vakadeitaki na nona lewenivanua.,na lawa me baleta na kena cakacakataki na gauna ni nona tiko vakalawa e dua na tamata e Viti me baleta na kena vakadeitaki na lewenivanua;,leka ni vosa me baleta na kena savasava na gauna e tiko kina e dua na tamata e na vanua o viti me baleta na kena vakadeitaki na ituvatuva ni vuravura;,,,,,,,,,,,,,,,,,,,,
38,"and noah went forth, and his sons, and his wife, and his sons' wives with him:","sa curu ki tuba o noa kei iratou na luvena tagane, o watina kei iratou na vugona.",bible,en->fj,statement,bible|genesis|008|018,bible_genesis_verse__en2fj.csv,"A sa lako yani ko Noa, kei ira na luvena, kei na watina, kei ira na watidra na luvena tagane:","a sa lako yani ko Noa, kei iratou na luvena tagane, kei na watina, kei na watidratou na luvena tagane;","A sa curumi mai ko Noa, kei ira na luvena, kei na watina, kei na wati ni luvena vata kei koya:","ia na išoa ka lako, a ia ratou na tamaiti, a ia raua na wahine o tamaiti, ka tiko vata kei na nona.",,,,,,,,,,,,,,,,,,,,
39,"Kevaka o sivia na 70 na yabaki ka vakila na ivakatakilakila ni COVID-19, qarai vakatotolo na veivuke vakavuniwai.","If you are over 70 and have COVID-19 symptoms, seek medical care.",medical,fj->en,symptom,medical|covid_general|9006cda98d76,ocr_txt_bundle::covid_general,"If you are over 70 years old and experience COVID-19 symptoms, seek medical help immediately.","If you are over 70 years old and see the symptoms of COVID-19, seek medical assistance immediately.","If you are over 70 years of age and experience symptoms of COVID-19, seek medical attention immediately.","If you are over 70 and experiencing symptoms of COVID-19, seek medical attention immediately.",,,,,,,,,,,,,,,,,,,,
40,institute and conduct criminal proceedings;,tekivutaka ka qarava na veilewai ni basulawa;,legal,en->fj,legal_clause,constitution|109(8)(a),constitution - eng.txt,na vakatulewa ka vakaqaqacotaki na iLEDIA e na vuku ni naboria;,Tekivuna ka vakayacora na veiqaravi vakalawa ni cala;,vakaduria ka vakayacora na veilewai ni cala;,tauyavutaka ka liutaka na veilewai ni basulawa;,,,,,,,,,,,,,,,,,,,,
41,"every citizen has the right to apply for and be issued a passport or similar travel document, in accordance with any condition prescribed by written law.","na tamata yadua e bulia tiko e dua na lawasau, se tabaka e dua na ivola e tiko kina na kaukauwa vakalawa e dodonu me solia e dua na gauna mera vakaitavi na lewenivanua ena kena buli kei na raicilesu na tikinilawa ni se bera ni tabaki. kaukauwa ni palimedi me baleta na veidinadinati kei na veimatanitu",legal,en->fj,right,constitution|8(2),constitution - eng.txt,"na lewenivanua yadua e dodonu me kerea ka soli vua e dua na pasipote se ivola ni veilakoyaki vakaoqo, me salavata kei na dua na ituvaki e virikotori ena lawa volai.","Lewenivanua kece e dodonu vua me kerekere ka soli vua na basipote se ivola ni veitosoyaki tautauvata, me vaka na ivakarau sa lesi ena lawa volai.","Na lewenivanua yadua e tiko na dodonu me kerea ka soli vua e dua na pasipote se ivola ni veilakoyaki vakaoqo, me salavata kei na veika e virikotori ena lawa volai.","na teitei kece e rawa ni talairawarawa me raukaca kei na i tomei ni wati ni causa se nodra toqoca na saini vakanamata, e like with ira na ilala e khua mai na i togu ni itukutuku.",,,,,,,,,,,,,,,,,,,,
42,qase ni vuli,school teacher,definition,fj->en,example,definition|000513,definition.xlsx::Sheet1,Faculty,School principal,The time of learning,teacher,,,,,,,,,,,,,,,,,,,,
43,vale ni yaqona,bar,definition,fj->en,example,definition|000738,definition.xlsx::Sheet1,Kava house,liquor house,the drink of kava,Arsenal,,,,,,,,,,,,,,,,,,,,
44,the provision of this section shall be without prejudice to any power conferred by or under this constitution to make provision for the abolition of offices or for the removal from office of persons holding or acting in any office. ----------------------- page -----------------------,na tikina qo e sega ni oka kina na kaukauwa e soli ena yavunivakavulewa qo me vakarautaka na lawa me bokoca e dua na valenivolavola se me vakaceguya e dua na vakailesilesi taura tiko se taura vakatawa e dua na itutu.,legal,en->fj,obligation,constitution|164(2),constitution - eng.txt,Na veika e virikotori ena wase oqo me kakua ni vakaleqai kina e dua na kaukauwa e soli ena Yavu ni Vakavulewa oqo me vakarautaka na kena bokoci na itutu se na kena vagalalataki mai na nodra itutu o ira era taura tu se veiqaravi tiko ena dua na itutu. ----------------------- tabana -----------------------,Na ivakarau ni wase ni vunau oqo ena sega ni vakaleqa na kaukauwa cava ga e soli mai na vunau oqo se ena ruku ni vunau oqo me vakarautaki kina na kena bokoci ni iqai se na kena vakatani mai na iqai o ira na tamata era taura se qarava tiko e dua na iqai.,na veika ni na iwalewale qo e na sega ni rauti na caka ni dua na boki e vakarautaki mai se e na iVakadinadina oqo me vakarautaka na vo ni iwalewale se me qai caci mai na iwalewale e tiko.,na veivakadonui ni wase oqo ena sega ni vakaleqa e dua na kaukauwa e soli mai se ena ruku ni lawatu oqo me vakarautaka na kena bokoci na itutu se na nodra kau tani mai na itutu o ira era taura se veiqaravi tiko ena dua na itutu. draunipepa,,,,,,,,,,,,,,,,,,,,
45,"ena yavunivakavulewa qo, ena kena vakamacalataki e dua na tamata, se matabose, se tabacakacaka e sega ni vakarorogo se vakarurugi vua e dua se dua na matabose se tabacakacaka ena nona qaravi itavi se vakayagataka na nona kaukauwa, e sega ni kena ibalebale me tarova na kaukauwa ni mataveilewai me vaqaqa na tamata, se matabose, se tabacakacaka kevaka e sa vakayacora se vakayagataka na nona kaukauwa me vaka e virikotori ena yavunivakavulewa qo se kevaka na tamata ya, matabose se tabacakacaka e dodonu se sega ni dodonu me vakayacora se vakayagataka na nona kaukauwa.",a provision of this constitution to the effect that a person or authority is not subject to the direction or control of any other person or authority in the performance of functions or the exercise of powers is not to be construed as precluding a court of law from exercising jurisdiction in relation to a question whether the first mentioned person or authority has performed the functions or exercised the powers in accordance with this constitution or whether that person or authority should or should not perform the functions or exercise the powers.,legal,fj->en,definition,constitution|157(10),constitution - itaukei.txt,"In this Constitution, the definition of a person, or board, or department is not subject to or subordinate to any or any board or department in the performance or exercise of its powers, it does not mean to prevent the power of the court to investigate the person, or board, or department if it has exercised or exercised its powers as provided in this constitution or if The person, board or department may or may not exercise or exercise its powers.","In this constitution, it is explained that a person, or an organization, or a body that does not respect or protect another person or organization or body in its duties or using its power, does not imply that the power of the judiciary should prevent the person, organization, or body if it has exercised or used its power as stated in this constitution, or if that person, organization, or body should or should not exercise or use its power.","in this provision, in the description of a person, body, or agency that is not a widow or a servant of a person or a body or agency in the performance of its duties or exercise of its powers, it does not mean that the powers of the courts to investigate a person, body, or agency that is, the board or agency may or may not have the right to exercise or exercise its powers.","In this Constitution, the description of a person, council, or department/agency as not being subject to or under the direction of another or another council or department/agency in the performance of its duties or the exercise of its powers, does not mean to limit the power of the courts to inquire into the actions of that person, council, or department/agency whether it has performed or exercised its powers as set out in this Constitution or whether that person, council, or department/agency ought or ought not to have performed or exercised its powers.",,,,,,,,,,,,,,,,,,,,
